id	chromosom	version	taxon	definition	organism	kingdom	phylum	class	order	family	genus	species
NC_011985	NC_011985,NC_011983	NC_011985.1,NC_011983.1	311403	Agrobacterium radiobacter K84 chromosome 1, complete sequence.	Agrobacterium radiobacter K84	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium tumefaciens	
NC_011989	NC_011989,NC_011988	NC_011989.1,NC_011988.1	311402	Agrobacterium vitis S4 chromosome 1, complete sequence.	Agrobacterium vitis S4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Agrobacterium	Agrobacterium vitis	
NC_011992	NC_011992	NC_011992.1	535289	Acidovorax ebreus TPSY, complete genome.	Acidovorax ebreus TPSY	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Acidovorax	Acidovorax ebreus	
NC_012004	NC_012004	NC_012004.1	218495	Streptococcus uberis 0140J complete genome.	Streptococcus uberis 0140J	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus uberis	
NC_012039	NC_012039	NC_012039.1	306263	Campylobacter lari RM2100, complete genome.	Campylobacter lari RM2100	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Campylobacter	Campylobacter lari	
NC_012207	NC_012207	NC_012207.1	561275	Mycobacterium bovis BCG str. Tokyo 172 DNA, complete genome.	Mycobacterium bovis BCG str. Tokyo 172	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	Mycobacterium bovis	
NC_012214	NC_012214	NC_012214.1	634499	Erwinia pyrifoliae strain Ep1/96 complete chromosome.	Erwinia pyrifoliae Ep1/96	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia pyrifoliae	
NC_012438	NC_012438	NC_012438.1	204536	Sulfurihydrogenibium azorense Az-Fu1, complete genome.	Sulfurihydrogenibium azorense Az-Fu1	Bacteria	Aquificae	Aquificae	Aquificales	Hydrogenothermaceae	Sulfurihydrogenibium	Sulfurihydrogenibium azorense	
NC_012472	NC_012472	NC_012472.1	572264	Bacillus cereus 03BB102, complete genome.	Bacillus cereus 03BB102	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus cereus	
NC_012483	NC_012483	NC_012483.1	240015	Acidobacterium capsulatum ATCC 51196, complete genome.	Acidobacterium capsulatum ATCC 51196	Bacteria	Acidobacteria	Acidobacteriia	Acidobacteriales	Acidobacteriaceae	Acidobacterium	Acidobacterium capsulatum	
NC_012488	NC_012488	NC_012488.1	568819	Listeria monocytogenes Clip80459 serotype 4b complete genome.	Listeria monocytogenes serotype 4b str. CLI	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_012489	NC_012489	NC_012489.1	379066	Gemmatimonas aurantiaca T-27 DNA, complete genome.	Gemmatimonas aurantiaca T-27	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonas	Gemmatimonas aurantiaca	
NC_012491	NC_012491	NC_012491.1	358681	Brevibacillus brevis NBRC 100599 DNA, complete genome.	Brevibacillus brevis NBRC 100599	Bacteria	Firmicutes	Bacilli	Bacillales	Paenibacillaceae	Brevibacillus	Brevibacillus brevis	
NC_012522	NC_012522	NC_012522.1	632772	Rhodococcus opacus B4, complete genome.	Rhodococcus opacus B4	Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Nocardiaceae	Rhodococcus	Rhodococcus opacus	
NC_012526	NC_012526	NC_012526.1	546414	Deinococcus deserti VCD115, complete genome.	Deinococcus deserti VCD115	Bacteria	Deinococcus-Thermus	Deinococci	Deinococcales	Deinococcaceae	Deinococcus	Deinococcus deserti	
NC_012560	NC_012560	NC_012560.1	322710	Azotobacter vinelandii DJ, complete genome.	Azotobacter vinelandii DJ	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Azotobacter	Azotobacter vinelandii	
NC_012563	NC_012563	NC_012563.1	536232	Clostridium botulinum A2 str. Kyoto, complete genome.	Clostridium botulinum A2 str. Kyoto	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	
NC_012632	NC_012632	NC_012632.1	427318	Sulfolobus islandicus M.16.27, complete genome.	Sulfolobus islandicus M.16.27	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	
NC_012658	NC_012658	NC_012658.1	515621	Clostridium botulinum Ba4 str. 657, complete genome.	Clostridium botulinum Ba4 str. 657	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae	Clostridium	Clostridium botulinum	
NC_012659	NC_012659	NC_012659.1	592021	Bacillus anthracis str. A0248, complete genome.	Bacillus anthracis str. A0248	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus anthracis	
NC_012660	NC_012660	NC_012660.1	216595	Pseudomonas fluorescens SBW25 complete genome.	Pseudomonas fluorescens SBW25	Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	Pseudomonas fluorescens	
NC_012669	NC_012669	NC_012669.1	471853	Beutenbergia cavernae DSM 12333, complete genome.	Beutenbergia cavernae DSM 12333	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Beutenbergiaceae	Beutenbergia	Beutenbergia cavernae	
NC_012673	NC_012673	NC_012673.1	360911	Exiguobacterium sp. AT1b, complete genome.	Exiguobacterium sp. AT1b	Bacteria	Firmicutes	Bacilli	Bacillales	null	Exiguobacterium	null	
NC_012724	NC_012724,NC_012721	NC_012724.2,NC_012721.2	626418	Burkholderia glumae BGR1 chromosome 1, complete sequence.	Burkholderia glumae BGR1	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Burkholderia	Burkholderia glumae	
NC_012726	NC_012726	NC_012726.1	426118	Sulfolobus islandicus M.16.4, complete genome.	Sulfolobus islandicus M.16.4	Archaea	Crenarchaeota	Thermoprotei	Sulfolobales	Sulfolobaceae	Sulfolobus	Sulfolobus islandicus	
NC_012731	NC_012731	NC_012731.1	484021	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 DNA, complete	Klebsiella pneumoniae subsp. pneumonia	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella pneumoniae	
NC_012778	NC_012778	NC_012778.1	515620	Eubacterium eligens ATCC 27750, complete genome.	[Eubacterium] eligens ATCC 27750	Bacteria	Firmicutes	Clostridia	Clostridiales	Eubacteriaceae	Eubacterium	[Eubacterium] eligens	
NC_012791	NC_012791,NC_012792	NC_012791.1,NC_012792.1	543728	Variovorax paradoxus S110 chromosome 1, complete sequence.	Variovorax paradoxus S110	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Variovorax	Variovorax paradoxus	
NC_012796	NC_012796	NC_012796.1	573370	Desulfovibrio magneticus RS-1 DNA, complete genome.	Desulfovibrio magneticus RS-1	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio magneticus	
NC_012803	NC_012803	NC_012803.1	465515	Micrococcus luteus NCTC 2665, complete genome.	Micrococcus luteus NCTC 2665	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Micrococcus	Micrococcus luteus	
NC_012850	NC_012850	NC_012850.1	395491	Rhizobium leguminosarum bv. trifolii WSM1325, complete genome.	Rhizobium leguminosarum bv. trifolii WSM1325	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiaceae	Rhizobium	Rhizobium leguminosarum	
NC_012856	NC_012856,NC_012857	NC_012856.1,NC_012857.1	428406	Ralstonia pickettii 12D chromosome 1, complete sequence.	Ralstonia pickettii 12D	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Burkholderiaceae	Ralstonia	Ralstonia pickettii	
NC_012881	NC_012881	NC_012881.1	526222	Desulfovibrio salexigens DSM 2638, complete genome.	Desulfovibrio salexigens DSM 2638	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	Desulfovibrio salexigens	
NC_012917	NC_012917	NC_012917.1	561230	Pectobacterium carotovorum subsp. carotovorum PC1, complete genome.	Pectobacterium carotovorum subsp. carotovoru	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium carotovorum	
NC_012918	NC_012918	NC_012918.1	443144	Geobacter sp. M21, complete genome.	Geobacter sp. M21	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Geobacteraceae	Geobacter	null	
NC_012947	NC_012947	NC_012947.1	866768	Escherichia coli 'BL21-Gold(DE3)pLysS AG', complete genome.	Escherichia coli 'BL21-Gold(DE3)pLysS AG'	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	
NC_012967	NC_012967	NC_012967.1	413997	Escherichia coli B str. REL606, complete genome.	Escherichia coli B str. REL606	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	
NC_012971	NC_012971	NC_012971.2	469008	Escherichia coli BL21(DE3), complete genome.	Escherichia coli BL21(DE3)	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	
NC_012988	NC_012988	NC_012988.1	661410	Methylobacterium extorquens DM4 str. DM4 chromosome, complete	Methylobacterium extorquens DM4	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	Methylobacterium extorquens	
NC_013016	NC_013016	NC_013016.1	662598	Neisseria meningitidis alpha14 complete genome.	Neisseria meningitidis alpha14	Bacteria	Proteobacteria	Betaproteobacteria	Neisseriales	Neisseriaceae	Neisseria	Neisseria meningitidis	
NC_013061	NC_013061	NC_013061.1	485917	Pedobacter heparinus DSM 2366, complete genome.	Pedobacter heparinus DSM 2366	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriaceae	Pedobacter	Pedobacter heparinus	
NC_013062	NC_013062	NC_013062.1	531844	Flavobacteriaceae bacterium 3519-10, complete genome.	Flavobacteriaceae bacterium 3519-10	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	null	null	
NC_013077	NC_013077,NC_013078,NC_013079,NC_013080,NC_013081,NC_013082,NC_013083,NC_013084	NC_013077.1,NC_013078.1,NC_013079.1,NC_013080.1,NC_013081.1,NC_013082.1,NC_013083.1,NC_013084.1	559295	Kluyveromyces thermotolerans strain CBS 6340 chromosome A complete	Lachancea thermotolerans CBS 6340	Eukaryota	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Lachancea	Lachancea thermotolerans	
NC_013119	NC_013119,NC_013118	NC_013119.1,NC_013118.1	568815	Brucella microti CCM 4915 chromosome 1, complete sequence.	Brucella microti CCM 4915	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Brucellaceae	Brucella	Brucella microti	
NC_013131	NC_013131	NC_013131.1	479433	Catenulispora acidiphila DSM 44928, complete genome.	Catenulispora acidiphila DSM 44928	Bacteria	Actinobacteria	Actinobacteria	Catenulisporales	Catenulisporaceae	Catenulispora	Catenulispora acidiphila	
NC_013132	NC_013132	NC_013132.1	485918	Chitinophaga pinensis DSM 2588, complete genome.	Chitinophaga pinensis DSM 2588	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophaga	Chitinophaga pinensis	
NC_013159	NC_013159	NC_013159.1	471857	Saccharomonospora viridis DSM 43017, complete genome.	Saccharomonospora viridis DSM 43017	Bacteria	Actinobacteria	Actinobacteria	Pseudonocardiales	Pseudonocardiaceae	Saccharomonospora	Saccharomonospora viridis	
NC_013161	NC_013161	NC_013161.1	395962	Cyanothece sp. PCC 8802, complete genome.	Cyanothece sp. PCC 8802	Bacteria	Cyanobacteria	null	Chroococcales	null	Cyanothece	null	
NC_013173	NC_013173	NC_013173.1	525897	Desulfomicrobium baculatum DSM 4028, complete genome.	Desulfomicrobium baculatum DSM 4028	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	Desulfomicrobium baculatum	
NC_013194	NC_013194	NC_013194.1	522306	Candidatus Accumulibacter phosphatis clade IIA str. UW-1, complete	Candidatus Accumulibacter phosphatis clade II	Bacteria	Proteobacteria	Betaproteobacteria	null	null	Candidatus Accumulibacter	Candidatus Accumulibacter phosphatis	
NC_013202	NC_013202	NC_013202.1	485914	Halomicrobium mukohataei DSM 12286, complete genome.	Halomicrobium mukohataei DSM 12286	Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriaceae	Halomicrobium	Halomicrobium mukohataei	
NC_013209	NC_013209	NC_013209.1	634452	Acetobacter pasteurianus IFO 3283-01 DNA, complete genome.	Acetobacter pasteurianus IFO 3283-01	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacter	Acetobacter pasteurianus	
NC_013355	NC_013355	NC_013355.1	622759	Zymomonas mobilis subsp. mobilis NCIMB 11163, complete genome.	Zymomonas mobilis subsp. mobilis NCIMB 11163	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Zymomonas	Zymomonas mobilis	
NC_013421	NC_013421	NC_013421.1	561231	Pectobacterium wasabiae WPP163, complete genome.	Pectobacterium wasabiae WPP163	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Pectobacterium	Pectobacterium wasabiae	
NC_013446	NC_013446	NC_013446.2	688245	Comamonas testosteroni CNB-2, complete genome.	Comamonas testosteroni CNB-2	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Comamonas	Comamonas testosteroni	
NC_013510	NC_013510	NC_013510.1	471852	Thermomonospora curvata DSM 43183, complete genome.	Thermomonospora curvata DSM 43183	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Thermomonosporaceae	Thermomonospora	Thermomonospora curvata	
NC_013512	NC_013512	NC_013512.1	525898	Sulfurospirillum deleyianum DSM 6946, complete genome.	Sulfurospirillum deleyianum DSM 6946	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Sulfurospirillum	Sulfurospirillum deleyianum	
NC_013525	NC_013525,NC_013526	NC_013525.1,NC_013526.1	525904	Thermobaculum terrenum ATCC BAA-798 chromosome 1, complete	Thermobaculum terrenum ATCC BAA-798	Bacteria	null	null	null	null	Thermobaculum	Thermobaculum terrenum	
NC_013530	NC_013530	NC_013530.1	446471	Xylanimonas cellulosilytica DSM 15894, complete genome.	Xylanimonas cellulosilytica DSM 15894	Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Promicromonosporaceae	Xylanimonas	Xylanimonas cellulosilytica	
NC_013552	NC_013552	NC_013552.1	311424	Dehalococcoides sp. VS, complete genome.	Dehalococcoides mccartyi VS	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	
NC_013592	NC_013592	NC_013592.1	590409	Dickeya dadantii Ech586, complete genome.	Dickeya dadantii Ech586	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Dickeya	Dickeya zeae	
NC_013595	NC_013595	NC_013595.1	479432	Streptosporangium roseum DSM 43021, complete genome.	Streptosporangium roseum DSM 43021	Bacteria	Actinobacteria	Actinobacteria	Streptosporangiales	Streptosporangiaceae	Streptosporangium	Streptosporangium roseum	
NC_013722	NC_013722	NC_013722.1	380358	Xanthomonas albilineans GPE PC73 complete genome.	Xanthomonas albilineans GPE PC73	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonas	Xanthomonas albilineans	
NC_013729	NC_013729	NC_013729.1	479435	Kribbella flavida DSM 17836, complete genome.	Kribbella flavida DSM 17836	Bacteria	Actinobacteria	Actinobacteria	Propionibacteriales	Nocardioidaceae	Kribbella	Kribbella flavida	
NC_013743	NC_013743	NC_013743.1	543526	Haloterrigena turkmenica DSM 5511, complete genome.	Haloterrigena turkmenica DSM 5511	Archaea	Euryarchaeota	Halobacteria	Natrialbales	Natrialbaceae	Haloterrigena	Haloterrigena turkmenica	
NC_013766	NC_013766	NC_013766.2	653938	Listeria monocytogenes 08-5578, complete genome.	Listeria monocytogenes 08-5578	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_013768	NC_013768	NC_013768.1	637381	Listeria monocytogenes 08-5923, complete genome.	Listeria monocytogenes 08-5923	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria monocytogenes	
NC_013791	NC_013791	NC_013791.2	398511	Bacillus pseudofirmus OF4, complete genome.	Bacillus pseudofirmus OF4	Bacteria	Firmicutes	Bacilli	Bacillales	Bacillaceae	Bacillus	Bacillus pseudofirmus	
NC_013850	NC_013850	NC_013850.1	640131	Klebsiella variicola At-22, complete genome.	Klebsiella variicola At-22	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Klebsiella	Klebsiella variicola	
NC_013854	NC_013854	NC_013854.1	137722	Azospirillum sp. B510 DNA, complete genome.	Azospirillum sp. B510	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Azospirillum	Azospirillum lipoferum	
NC_013861	NC_013861	NC_013861.1	661367	Legionella longbeachae NSW150, complete genome.	Legionella longbeachae NSW150	Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	Legionella longbeachae	
NC_013890	NC_013890	NC_013890.1	633145	Dehalococcoides sp. GT, complete genome.	Dehalococcoides mccartyi GT	Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidales	Dehalococcoidaceae	Dehalococcoides	Dehalococcoides mccartyi	
NC_013891	NC_013891	NC_013891.1	683837	Listeria seeligeri serovar 1/2b str. SLCC3954 complete genome.	Listeria seeligeri serovar 1/2b str. SLCC3954	Bacteria	Firmicutes	Bacilli	Bacillales	Listeriaceae	Listeria	Listeria seeligeri	
NC_013892	NC_013892	NC_013892.1	406818	Xenorhabdus bovienii SS-2004 chromosome, complete genome.	Xenorhabdus bovienii SS-2004	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Xenorhabdus	Xenorhabdus bovienii	
NC_013921	NC_013921	NC_013921.1	580331	Thermoanaerobacter italicus Ab9, complete genome.	Thermoanaerobacter italicus Ab9	Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacteraceae	Thermoanaerobacter	Thermoanaerobacter italicus	
NC_013929	NC_013929	NC_013929.1	680198	Streptomyces scabiei 87.22 complete genome.	Streptomyces scabiei 87.22	Bacteria	Actinobacteria	Actinobacteria	Streptomycetales	Streptomycetaceae	Streptomyces	Streptomyces scabiei	
NC_013941	NC_013941	NC_013941.1	701177	Escherichia coli O55:H7 str. CB9615, complete genome.	Escherichia coli O55:H7 str. CB9615	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Escherichia	Escherichia coli	
NC_013943	NC_013943	NC_013943.1	522772	Denitrovibrio acetiphilus DSM 12809, complete genome.	Denitrovibrio acetiphilus DSM 12809	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacteraceae	Denitrovibrio	Denitrovibrio acetiphilus	
NC_013947	NC_013947	NC_013947.1	446470	Stackebrandtia nassauensis DSM 44728, complete genome.	Stackebrandtia nassauensis DSM 44728	Bacteria	Actinobacteria	Actinobacteria	Glycomycetales	Glycomycetaceae	Stackebrandtia	Stackebrandtia nassauensis	
NC_013961	NC_013961	NC_013961.1	665029	Erwinia amylovora CFBP1430 complete genome.	Erwinia amylovora CFBP1430	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia amylovora	
NC_013967	NC_013967	NC_013967.1	309800	Haloferax volcanii DS2, complete genome.	Haloferax volcanii DS2	Archaea	Euryarchaeota	Halobacteria	Haloferacales	Haloferacaceae	Haloferax	Haloferax volcanii	
NC_013971	NC_013971	NC_013971.1	716540	Erwinia amylovora ATCC 49946 chromosomal sequence.	Erwinia amylovora ATCC 49946	Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Erwinia	Erwinia amylovora	
NC_014000	NC_014000	NC_014000.1	240292	Anabaena variabilis ATCC 29413 incision element, complete sequence.	Anabaena variabilis ATCC 29413	Bacteria	Cyanobacteria	null	Nostocales	Nostocaceae	Anabaena	Anabaena variabilis	
NC_014002	NC_014002	NC_014002.1	547558	Methanohalophilus mahii DSM 5219, complete genome.	Methanohalophilus mahii DSM 5219	Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanohalophilus	Methanohalophilus mahii	
NC_014006	NC_014006,NC_014013	NC_014006.1,NC_014013.1	452662	Sphingobium japonicum UT26S DNA, chromosome 1, complete genome.	Sphingobium japonicum UT26S	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingobium	Sphingobium japonicum	
