progress	50.2																																														
Notes	Final	Who	known habitat	Isolation_ecosystem_category	Isolation_ecosystem_type	Kingdom	Phyla-Order	GOLD Project ID	Project Name	Other Names	Legacy ER Project ID	Legacy GOLD ID	NCBI BioProject Name	NCBI BioProject ID	NCBI BioProject Accession	NCBI Locus Tag	NCBI Bio Project Description	Project Comments	Project Description	Sequencing Comments	Library Method	Number Of Reads	Sequencing Depth	Vector	GC Percent	Chromosome Count	Plasmid Count	Cultured	Organism Type	ITS Proposal ID	ITS SPID	GPTS Proposal ID	PMO Project ID	Last Modified Date	Add Date	Genetically modified										Keywords for soil	
soil as in gold	1	Adina	Soil	Terrestrial	Soil	Bacteria	Bacteroidetes	Gp0001221	"Chitinophaga pinensis UQM 2034, DSM 2588"	Chitinophaga pinensis DSM 2588	11112	Gc01083	Chitinophaga pinensis DSM 2588	27951	PRJNA27951	Cpin			Chitin-degrading bacterium		"8Kb, fosmid, 454"	"91161 Sanger, 876658 pyrosequencing"	"8.9x Sanger, 17.4x pyrosequence"	"pMCL200, pcc1Fos, 454"	45	1	0	Yes	Natural	867		97601	97992	3/26/14	11/27/07												
soil as in gold	1	Adina	Soil	Terrestrial	Soil	Bacteria	Bacteroidetes	Gp0002833	"Niabella soli JS13-8, DSM 19437"	Niabella soli DSM 19437	15209	Gc0015209	Niabella soli DSM 19437	61269	PRJNA61269	Niaso			Niabella soli DSM 19437 Genome sequencing				30x		45	1	0	Yes	Natural	867		97601	401074	6/24/14	8/8/09												
soil as in gold	1	Adina	Soil	Terrestrial	Soil	Bacteria	Bacteroidetes	Gp0000617	"Niastella koreensis GR20-10, DSM 17620"	Niastella koreensis GR20-10	15146	Gc02054	Niastella koreensis GR20-10	42711	PRJNA42711	Niako			Niastella koreensis GR20-10 Genome sequencing						45	1	0	Yes	Natural	867		97601	401075	4/8/14	8/3/09												
soil as in gold	1	Adina	Soil	Terrestrial	Soil	Bacteria	Bacteroidetes	Gp0001218	"Pedobacter heparinus HIM 762-3, DSM 2366"	Pedobacter heparinus DSM 2366	11111	Gc01041	Pedobacter heparinus DSM 2366	27949	PRJNA27949	Phep			Heparinase-producing bacterium		"Illumina Regular Fragment, 270bp; Illumina Regular LMP, 8kb, CLRS"		7.5x Sanger	"pMCL200, pcc1Fos"	42	1	0	Yes	Natural	867	1008387	97601	97929	5/20/14	11/27/07												
soil as in gold	1	Adina	Soil	Terrestrial	Soil	Bacteria	Bacteroidetes	Gp0006564	"Pedobacter saltans Steyn 113, DSM 12145"	Pedobacter saltans DSM 12145	16393	Gc01673	Pedobacter saltans DSM 12145	49337	PRJNA49337	Pedsa			Pedobacter saltans DSM 12145 genome sequencing		GTGZ Single random genomic		"645x (Illumina), 19.5x (pyrosequence)"		37	1	0	Yes	Natural	867		97601	401082	4/8/14	1/2/10												
soil as in gold	1	Adina	Soil	Terrestrial	Soil	Bacteria	Bacteroidetes	Gp0004685	"Solitalea canadensis USAM 9D, DSM 3403"	Solitalea canadensis DSM 3403	14519	Gc02159	Solitalea canadensis DSM 3403	60421	PRJNA60421	Solca			Solitalea canadensis DSM 3403 Genome sequencing						37	1	0	Yes	Natural	867		97601	402744	4/8/14	1/25/09												
soil as in gold	1	Adina	Soil-Water	none	none	Bacteria	Bacteroidetes	Gp0094177	Flavobacterium psychrophilum CSF259-93		73769	Gc0073769	Flavobacterium psychrophilum	245044	PRJNA245044	FPSM			Complete genome sequence of Flavobacterium psychrophilum strain CSF259-93 used to evaluate and select rainbow trout for resistance to bacterial cold water disease.				40x			1	0	Yes	Natural					8/27/14	5/9/14												
		Adina	Aquatic-Hot spring	Aquatic	Thermal springs	Bacteria	Caldiserica	Gp0006583	"Caldisericum exile AZM16c01, NBRC 104410"	Caldisericum exile AZM16c01	560	Gc02183	Caldisericum exile AZM16c01	41615	PRJNA41615	CSE			Caldisericum exile AZM16x01 genome sequencing project				8.5x		35	1	0	Yes	Natural					4/8/14	1/2/10												
		Adina	none	none	none	Bacteria	Candidatus Saccharibacteria	Gp0043371	Candidatus Saccharimonas aalborgensis		50052	Gc0050052	Candidatus Saccharimonas aalborgensis	201542	PRJNA201542	L336	This genome was extracted from a SBR reactor seeded with activated sludge. The genome was extracted from a metagenome.								49	1	0	Yes	Natural					4/8/14	6/11/13												
		Adina	Bird-Host	none	none	Bacteria	Chlamydiae	Gp0023759	Chlamydia psittaci 84/55		28554	Gc0028554	Chlamydia psittaci 84/55	171856	PRJNA171856	B595			Genome sequencing of Chlamydia psittaci.				16x		39	1	1	Yes	Natural					3/26/14	8/29/12												
		Adina	Bird-Host	none	none	Bacteria	Chlamydiae	Gp0034248	Chlamydia psittaci CP3	Chlamydia psittaci CP3	39985	Gc02484	Chlamydia psittaci CP3	172450	PRJNA172450	B711			Genome sequencing of Chlamydia psittaci.						39	1	1	Yes	Natural					3/26/14	1/16/13												
		Adina	Bird-Host-Human	Birds	none	Bacteria	Chlamydiae	Gp0010272	Chlamydophila psittaci 6BC		19084	Gc01727	Chlamydophila psittaci 6BC	62889	PRJNA62889	G5O			"This organism was previously called Rickettsia psittaci, Chlamydia psittaci or Ehrlichia psittaci. Invasion predominantly leads to systemic infections in birds, however, occasionally respiratory infections are encountered in humans. Usually these type of human infections occur when in close contact with infected birds (poultry workers, pet owners), although instances of person to person transmission have been found. Chlamydia psittaci is a highly prevalent avian pathogen and a potentially lethal zoonotic human pathogen, causing life-threatening pneumonia. Strain 6BC is the strain most commonly used in research laboratories."				12x		39	1	1	Yes	Natural					5/20/14	2/15/11												
		Adina	Bird-Host-Human	Birds	none	Bacteria	Chlamydiae	Gp0010340	Chlamydophila psittaci 6BC		19128	Gc01684	Chlamydophila psittaci 6BC	63149	PRJNA63149	CPSIT			"This organism was previously called Rickettsia psittaci, Chlamydia psittaci or Ehrlichia psittaci. Invasion predominantly leads to systemic infections in birds, however, occasionally respiratory infections are encountered in humans. Usually these type of human infections occur when in close contact with infected birds (poultry workers, pet owners), although instances of person to person transmission have been found. Chlamydia psittaci is a highly prevalent avian pathogen and a potentially lethal zoonotic human pathogen, causing life-threatening pneumonia. Strain 6BC is the strain most commonly used in research laboratories."						39	1	1	Yes	Natural					5/20/14	2/23/11												
		Adina	Host	Protozoa	none	Bacteria	Chlamydiae	Gp0000580	Candidatus Protochlamydia amoebophila UWE25		10501	Gc00185	Candidatus Protochlamydia amoebophila UWE25	10700	PRJNA10700	pc			Probable pneumonia agent		1-3kb inserts	27353	8.8x	pGEM-T	35	1	0	Yes	Natural					3/26/14	11/27/07												
		Adina	Host	Mammals	none	Bacteria	Chlamydiae	Gp0000761	Chlamydia muridarum MoPn / Nigg		10658	Gc00028	Chlamydia muridarum Nigg	229	PRJNA229	TRNA-			"Causes pharyngitis, bronchitis and pneumonitis"		"1.5¿2.5 kb, large-insert lambda library"	18889	7x	lambda-DASHII/EcoRI	40	1	1	Yes	Natural					5/20/14	11/27/07												
		Adina	Host	Mammals	none	Bacteria	Chlamydiae	Gp0023792	Chlamydia psittaci M56		28559	Gc02332	Chlamydia psittaci M56	171917	PRJNA171917	B602			Genome sequencing of Chlamydia psittaci.				25x		39	1	1	Yes	Natural					3/26/14	8/29/12												
host associated	0	Adina	Host	Human	Digestive system	Bacteria	Chlamydiae	Gp0023789	Chlamydia psittaci MN		28556	Gc02333	Chlamydia psittaci MN	171914	PRJNA171914	B599			Genome sequencing of Chlamydia psittaci				35x		39	1	1	Yes	Natural					3/26/14	8/29/12												
		Adina	Host	Birds	none	Bacteria	Chlamydiae	Gp0019182	Chlamydia psittaci NJ1		30459	Gc02334	Chlamydia psittaci NJ1	172451	PRJNA172451	B712			Genome sequencing of Chlamydia psittaci				26x		39	1	1	Yes	Natural					3/26/14	9/28/12												
		Adina	Host	none	none	Bacteria	Chlamydiae	Gp0023790	Chlamydia psittaci VS225	Chlamydia psittaci VS225	28557	Gc02492	Chlamydia psittaci VS225	171915	PRJNA171915	B600			Genome sequencing of Chlamydia psittaci				13x		39	1	1	Yes	Natural					3/26/14	8/29/12												
human pathogen	0	Adina	Host	Mammals	none	Bacteria	Chlamydiae	Gp0000444	Chlamydia trachomatis A/HAR-13		10386	Gc00300	Chlamydia trachomatis A/HAR-13	13885	PRJNA13885	CTA_			"Serovar A strain that causes pharyngitis, bronchitis and pneumonitis"		"2-3 kb, 10-12 kb, 30-35 kb"				41	1	1	Yes	Natural					3/26/14	11/27/07												
human pathogen	0	Adina	Host	Human	none	Bacteria	Chlamydiae	Gp0004299	Chlamydia trachomatis A2497		14186	Gc02110	Chlamydia trachomatis A2497	32651	PRJEA32651	CTR			Chlamydia trachomatis A2497 was isolated from a 2.5-year-old with intense active trachoma in Tanzania. This strain is being used for comparative analysis with other Chlamydia trachomatis strains						41	1	1	Yes	Natural					3/26/14	12/15/08												
human pathogen	0	Adina	Host	Human	none	Bacteria	Chlamydiae	Gp0008681	Chlamydia trachomatis A2497		18025	Gc01983	Chlamydia trachomatis A2497	53575	PRJNA53575	CTO			Chlamydia trachomatis A2497 genome sequencing						41	1	1	Yes	Natural					3/26/14	10/7/10												
human pathogen	0	Adina	Host	Animal	Respiratory system	Bacteria	Chlamydiae	Gp0001314	Chlamydia trachomatis B/Jali20/OT		11219	Gc01002	Chlamydia trachomatis Jali20	32655	PRJEA32655	JALI			Clinical isolate		"1.4-2.2, 9-12kb"		8x	"puC18, pMAQ1"	41	1	0	Yes	Natural					3/26/14	11/27/07												
human pathogen	0	Adina	Host	Animal	none	Bacteria	Chlamydiae	Gp0005136	Chlamydia trachomatis B/TZ1A828/OT		14874	Gc01003	Chlamydia trachomatis B/TW5/OT	32653	PRJEA32653	CTB			Clinical isolate						40	1	1	Yes	Natural					3/26/14	5/20/09												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0000772	Chlamydia trachomatis D/UW-3/CX (sv D)		10669	Gc00017	Chlamydia trachomatis D/UW-3/CX	45	PRJNA45	CT			"Serovar D strain that causes pharyngitis, bronchitis and pneumonitis"		1.6kb inserts	28458		M13	41	1	0	Yes	Natural					8/18/14	11/27/07												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0007650	Chlamydia trachomatis D-EC		17002	Gc01299	Chlamydia trachomatis D-EC	48087	PRJNA48087	CTDEC			Chlamydia trachomatis D-EC genome sequencing				45x		41	1	1	Yes	Natural					3/26/14	4/27/10												
human pathogen	0	Adina	Host	Human	none	Bacteria	Chlamydiae	Gp0007580	Chlamydia trachomatis D-LC		17001	Gc01298	Chlamydia trachomatis D-LC	48089	PRJNA48089	CTDLC			Chlamydia trachomatis D-LC genome sequencing				45x		41	1	1	Yes	Natural					3/26/14	4/27/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0001315	Chlamydia trachomatis E/11023	Chlamydia trachomatis E11023	11220	Gc01835	Chlamydia trachomatis E/11023	43141	PRJNA43141	E11023			Chlamydia trachomatis E/11023 genome sequencing						41	1	0	Yes	Natural			3322	16657	3/26/14	11/27/07												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0006724	Chlamydia trachomatis E/150	Chlamydia trachomatis EUW150	16417	Gc01287	Chlamydia trachomatis E/150	43143	PRJNA43143	E150			Chlamydia trachomatis E/150						41	1	0	Yes	Natural			3322	16658	3/26/14	1/12/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0023435	Chlamydia trachomatis E/Bour		27898	Gc02500	Chlamydia trachomatis E/Bour	71077	PRJEA71077	BOUR									41	1	1	Yes	Natural					3/26/14	7/30/12												
host	0	Adina	Host	Human	Reproductive system	Bacteria	Chlamydiae	Gp0004902	Chlamydia trachomatis E/Sweden2		14731	Gc01474	Chlamydia trachomatis Sweden2	43167	PRJEA43167	SW2			Chlamydia trachomatis Sweden2 genome sequencing project						41	1	0	Yes	Natural					4/8/14	4/12/09												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0006725	Chlamydia trachomatis G/11074	Chlamydia trachomatis G11074	16418	Gc01290	Chlamydia trachomatis G/11074	43149	PRJNA43149	G11074			Chlamydia trachomatis G/11074 genome sequencing						41	1	0	Yes	Natural			15921	16659	3/26/14	1/12/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0004749	Chlamydia trachomatis G/11222	Chlamydia trachomatis G11222	14432	Gc01289	Chlamydia trachomatis G/11222	43147	PRJNA43147	G11222			Chlamydia trachomatis G/11222 genome sequencing						41	1	0	Yes	Natural			15922	16660	3/26/14	1/17/09												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0006999	Chlamydia trachomatis G/9301	Chlamydia trachomatis G9301	16720	Gc01294	Chlamydia trachomatis G/9301	45851	PRJNA45851	CTG9301			Chlamydia trachomatis G/9301 genome sequencing project						41	1	0	Yes	Natural			3322	16661	3/26/14	2/22/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0001317	Chlamydia trachomatis G/9768	Chlamydia trachomatis G9768	11223	Gc01288	Chlamydia trachomatis G/9768	43145	PRJNA43145	G9768			Chlamydia trachomatis G/9768 genome sequencing						41	1	0	Yes	Natural			3322	16662	3/26/14	11/27/07												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008531	Chlamydia trachomatis J6276tet1		18106	Gc0018106	Chlamydia trachomatis J6276tet1	53863	PRJNA53863	CTJTET1			Chlamydia trachomatis J6276tet1 genome sequencing						42	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	Animal	none	Bacteria	Chlamydiae	Gp0001311	Chlamydia trachomatis L2/434/BU		11216	Gc00712	Chlamydia trachomatis 434/Bu	28583	PRJNA28583	CTL			L2 serovar that caused lymphogranuloma vernerum		"1.4-2.2 Kb, 9-12 Kb"		8x	"pUC18, pMAQ1"	41	1	1	Yes	Natural					8/18/14	11/27/07												
host associated	0	Adina	Host	Human	Digestive system	Bacteria	Chlamydiae	Gp0003235	Chlamydia trachomatis L2b/UCH-1/proctitis		13545	Gc00713	Chlamydia trachomatis L2b/UCH-1/proctitis	28585	PRJNA28585	CTLon			Isolated from a case of proctitis			304953	30.8x		41	1	1	Yes	Natural					3/26/14	1/20/08												
human pathogen	0	Adina	Host	Human	none	Bacteria	Chlamydiae	Gp0008594	Chlamydia trachomatis L2c		17848	Gc01882	Chlamydia trachomatis L2c	47581	PRJNA47581	CTL2C			Chlamydia trachomatis L2c genome sequencing project						41	1	0	Yes	Natural					3/26/14	9/22/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008765	Chlamydia trachomatis RC-F69		18097	Gc0018097	Chlamydia trachomatis RC-F69	53845	PRJNA53845	CTRC69			Chlamydia trachomatis RC-F69 genome sequencing						41	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008528	Chlamydia trachomatis RC-Fs342		18103	Gc0018103	Chlamydia trachomatis RC-Fs342	53857	PRJNA53857	CTRC342			Chlamydia trachomatis RC-Fs342 genome sequencing						42	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008767	Chlamydia trachomatis RC-Fs852		18099	Gc0018099	Chlamydia trachomatis RC-Fs852	53849	PRJNA53849	CTRC852			Chlamydia trachomatis RC-Fs852 genome sequencing						42	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008768	Chlamydia trachomatis RC-J943		18100	Gc0018100	Chlamydia trachomatis RC-J943	53851	PRJNA53851	CTRC943			Chlamydia trachomatis RC-J943 genome sequencing						41	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008769	Chlamydia trachomatis RC-J953		18101	Gc0018101	Chlamydia trachomatis RC-J953	53853	PRJNA53853	CTRC953			Chlamydia trachomatis RC-J953 genome sequencing						41	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008530	Chlamydia trachomatis RC-J966		18105	Gc0018105	Chlamydia trachomatis RC-J966	53861	PRJNA53861	CTRC966			Chlamydia trachomatis RC-J966 genome sequencing						41	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008527	Chlamydia trachomatis RC-JL2s3		18102	Gc0018102	Chlamydia trachomatis RC-JL2s3	53855	PRJNA53855	CTRC3			Chlamydia trachomatis RC-JL2s3 genome sequencing						41	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008529	Chlamydia trachomatis RC-Js122		18104	Gc0018104	Chlamydia trachomatis RC-Js122	53859	PRJNA53859	CTRC122			Chlamydia trachomatis RC-Js122 genome sequencing						41	1	0	Yes	Natural					4/8/14	10/8/10												
human pathogen	0	Adina	Host	none	none	Bacteria	Chlamydiae	Gp0008766	Chlamydia trachomatis RC-L2s46		18098	Gc0018098	Chlamydia trachomatis RC-L2s46	53847	PRJNA53847	CTRC46			Chlamydia trachomatis RC-L2s46 genome sequencing						41	1	0	Yes	Natural					4/8/14	10/8/10												
		Adina	Host	Mammals	none	Bacteria	Chlamydiae	Gp0000486	Chlamydophila abortus S26/3		10423	Gc00262	Chlamydophila abortus S26/3	355	PRJNA355	CAB			"Causes pharyngitis, bronchitis and pneumonitis"		1.4-4.0 kb		9.39x	pUC18	40	1	0	Yes	Natural					3/26/14	11/27/07												
		Adina	Host	Mammals	none	Bacteria	Chlamydiae	Gp0000647	Chlamydophila caviae GPIC		10557	Gc00129	Chlamydophila caviae GPIC	228	PRJNA228	CCA			"Causes pharyngitis, bronchitis and pneumonitis"		plasmid library of 1.5¿2.5 kb inserts and large insert lambda library	19962	8x	lambda-DASHII/EcoRI	39	1	1	Yes	Natural					3/26/14	11/27/07												
		Adina	Host	Mammals	none	Bacteria	Chlamydiae	Gp0000378	Chlamydophila felis Fe/C-56		10329	Gc00357	Chlamydophila felis Fe/C-56	370	PRJNA370	CF			"Causes pharyngitis, bronchitis and pneumonitis"			24194	11x		39	1	1	Yes	Natural					3/26/14	11/27/07												
		Adina	Host	none	none	Bacteria	Chlamydiae	Gp0010274	Chlamydophila pecorum E58		19086	Gc01717	Chlamydophila pecorum E58	62893	PRJNA62893	G5S			"C. pecorum is a species of Chlamydiaceae prevalent in mammals, notably: cattle, sheep and goats (ruminants), koalas (marsupials), and swine. C. pecorum strains are serologically and pathogenically diverse. E58 is the first C. pecorum strain sequenced."				12x		41	1	0	Yes	Natural					5/20/14	2/15/11												
		Adina	Host	Human	none	Bacteria	Chlamydiae	Gp0000762	Chlamydophila pneumoniae AR39		10659	Gc00027	Chlamydophila pneumoniae AR39	247	PRJNA247	CP			"Causes pharyngitis, bronchitis and pneumonitis"		"1.5-2.5 kb, large-insert paired ends"	19754	7x		41	1	0	Yes	Natural					3/26/14	11/27/07												
		Adina	Host	none	none	Bacteria	Chlamydiae	Gp0000768	Chlamydophila pneumoniae CWL029		10665	Gc00021	Chlamydophila pneumoniae CWL029	248	PRJNA248	CPn			"Causes pharyngitis, bronchitis and pneumonitis"				10x	M13	41	1	0	Yes	Natural					8/18/14	11/27/07												
		Adina	Host	none	none	Bacteria	Chlamydiae	Gp0001319	Chlamydophila pneumoniae LPCoLN		11225	Gc01169	Chlamydophila pneumoniae LPCoLN	17947	PRJNA17947	CPK			"Causes pharyngitis, bronchitis and pneumonitis"						41		1	Yes	Natural					3/26/14	11/27/07												
host	0	Adina	Host	Human	Skin	Bacteria	Chlamydiae	Gp0000632	Chlamydophila pneumoniae TW-183		10543	Gc00143	Chlamydophila pneumoniae TW-183	420	PRJNA420	CpB			"Causes pharyngitis, bronchitis and pneumonitis"						41	1	0	Yes	Natural					4/8/14	11/27/07												
		Adina	Host	Mammals	none	Bacteria	Chlamydiae	Gp0011180	Chlamydophila psittaci 01DC11		19581	Gc01793	Chlamydophila psittaci 01DC11	66479	PRJNA66479	CPS0A			Chlamydophila psittaci 01DC11 genome sequencing						39	1		Yes	Natural					3/26/14	6/4/11												
host	0	Adina	Host	Mammals	Reproductive system	Bacteria	Chlamydiae	Gp0011179	Chlamydophila psittaci 02DC15		19580	Gc01792	Chlamydophila psittaci 02DC15	66481	PRJNA66481	CPS0B			Chlamydophila psittaci 02DC15 genome sequencing						39	1		Yes	Natural					3/26/14	6/4/11												
host	0	Adina	Host	Animal	Respiratory system	Bacteria	Chlamydiae	Gp0011177	Chlamydophila psittaci 08DC60		19578	Gc01790	Chlamydophila psittaci 08DC60	66485	PRJNA66485	CPS0D			Chlamydophila psittaci 08DC60 genome sequencing						39	1		Yes	Natural					3/26/14	6/4/11												
