Strain,Soil,Root,Rhizosphere,Sludge,Sand,mud,rhizome,sediment,nodule,Soil2,Root2,Rhizosphere2,Sludge2,Sand2,mud2,rhizome2,sediment2,nodule2,total_words,final
Agromonas_oligotrophica_S58,14,2,1,0,0,0,0,0,2,3.636363636,0.519480519,0.25974026,0,0,0,0,0,0.519480519,385,1
Alicycliphilus_denitrificans_BC,8,1,0,1,1,0,0,0,0,2.133333333,0.266666667,0,0.266666667,0.266666667,0,0,0,0,375,1
Alicycliphilus_denitrificans_K601,8,0,0,2,1,0,0,0,0,1.918465228,0,0,0.479616307,0.239808153,0,0,0,0,417,1
Amphibacillus_xylanus_NBRC_15112,0,1,1,0,0,0,0,5,0,0,0.386100386,0.386100386,0,0,0,0,1.930501931,0,259,1
Amycolatopsis_japonica_MG417-CF17_DSM_44213,1,0,0,0,0,0,0,0,0,0.826446281,0,0,0,0,0,0,0,0,121,1
Amycolatopsis_mediterranei_RB,6,1,1,0,0,0,0,1,0,1.408450704,0.234741784,0.234741784,0,0,0,0,0.234741784,0,426,1
Amycolatopsis_mediterranei_S699,9,2,2,0,0,0,0,0,0,2.107728337,0.468384075,0.468384075,0,0,0,0,0,0,427,1
Amycolatopsis_mediterranei_S699_ATCC_13685,4,0,1,0,0,0,0,0,0,1.860465116,0,0.465116279,0,0,0,0,0,0,215,1
Amycolatopsis_mediterranei_U32,11,0,1,0,0,0,0,0,0,2.325581395,0,0.21141649,0,0,0,0,0,0,473,1
Amycolatopsis_methanolica_239,10,1,1,0,0,0,0,1,1,2.252252252,0.225225225,0.225225225,0,0,0,0,0.225225225,0.225225225,444,1
Amycolicicoccus_subflavus_DQS3-9A1,10,0,0,0,0,1,0,0,0,2.666666667,0,0,0,0,0.266666667,0,0,0,375,1
Anabaena_variabilis_ATCC_29413,2,2,0,1,1,0,0,0,1,0.529100529,0.529100529,0,0.264550265,0.264550265,0,0,0,0.264550265,378,1
Anaeromyxobacter_dehalogenans_2CP-1,6,0,0,0,0,0,0,6,0,1.515151515,0,0,0,0,0,0,1.515151515,0,396,1
Anaeromyxobacter_dehalogenans_2CP-C,4,0,0,0,0,0,0,7,0,1.15942029,0,0,0,0,0,0,2.028985507,0,345,1
Anaeromyxobacter_sp._Fw109-5,9,1,0,0,0,0,0,1,1,2.393617021,0.265957447,0,0,0,0,0,0.265957447,0.265957447,376,1
Anaeromyxobacter_sp._K,13,0,0,0,0,0,0,2,0,2.927927928,0,0,0,0,0,0,0.45045045,0,444,1
Arcobacter_nitrofigilis_DSM_7299,4,4,1,0,0,0,0,7,0,0.945626478,0.945626478,0.236406619,0,0,0,0,1.654846336,0,423,1
Aromatoleum_aromaticum_EbN1,4,0,2,0,1,1,0,1,0,1.069518717,0,0.534759358,0,0.267379679,0.267379679,0,0.267379679,0,374,1
Arthrobacter_aurescens_TC1,11,0,0,0,0,0,0,0,0,3.098591549,0,0,0,0,0,0,0,0,355,1
Arthrobacter_chlorophenolicus_A6,11,0,0,0,0,0,0,0,0,2.98102981,0,0,0,0,0,0,0,0,369,1
Arthrobacter_phenanthrenivorans_Sphe3,10,0,0,0,0,0,0,0,0,2.88184438,0,0,0,0,0,0,0,0,347,1
Arthrobacter_sp._FB24,9,0,0,1,0,0,0,0,0,2.189781022,0,0,0.243309002,0,0,0,0,0,411,1
Aspergillus_niger_CBS_51388,10,0,0,0,0,0,0,0,0,1.972386588,0,0,0,0,0,0,0,0,507,1
Asticcacaulis_excentricus_CB_48,6,1,2,1,0,0,0,1,0,1.488833747,0.248138958,0.496277916,0.248138958,0,0,0,0.248138958,0,403,1
Azoarcus_sp._BH72,3,8,4,0,0,0,0,0,0,0.705882353,1.882352941,0.941176471,0,0,0,0,0,0,425,1
Azoarcus_sp._KH32C,9,1,0,0,0,0,0,0,0,2.419354839,0.268817204,0,0,0,0,0,0,0,372,1
Azorhizobium_caulinodans_ORS_571,0,6,0,0,0,0,0,0,5,0,1.608579088,0,0,0,0,0,0,1.340482574,373,1
Azospira_suillum_PS,4,1,0,0,2,0,0,4,0,0.975609756,0.243902439,0,0,0.487804878,0,0,0.975609756,0,410,1
Azospirillum_brasilense_Az39,5,7,4,0,0,0,0,0,3,1.295336788,1.813471503,1.03626943,0,0,0,0,0,0.777202073,386,1
Azospirillum_brasilense_Sp245,0,10,2,0,0,0,0,0,0,0,2.34741784,0.469483568,0,0,0,0,0,0,426,1
Azospirillum_lipoferum_4B,3,6,10,0,0,0,0,0,0,0.634249471,1.268498943,2.114164905,0,0,0,0,0,0,473,1
Azospirillum_sp._B510,7,3,2,0,0,0,0,0,1,1.464435146,0.627615063,0.418410042,0,0,0,0,0,0.209205021,478,1
Azotobacter_vinelandii_CA,8,3,1,0,0,0,0,0,1,1.869158879,0.700934579,0.23364486,0,0,0,0,0,0.23364486,428,1
Azotobacter_vinelandii_CA6,8,1,1,0,0,0,0,0,0,1.860465116,0.23255814,0.23255814,0,0,0,0,0,0,430,1
Azotobacter_vinelandii_DJ_ATCC_BAA-1303,6,3,0,0,0,0,0,0,0,1.395348837,0.697674419,0,0,0,0,0,0,0,430,1
Bacillus_amyloliquefaciens_Campbell_F_DSM_7,9,1,2,0,0,0,0,0,0,1.52027027,0.168918919,0.337837838,0,0,0,0,0,0,592,1
Bacillus_amyloliquefaciens_CAU-B946,1,2,5,0,0,0,0,0,0,0.248756219,0.497512438,1.243781095,0,0,0,0,0,0,402,1
Bacillus_amyloliquefaciens_CC178,2,0,0,0,0,0,0,0,0,2.702702703,0,0,0,0,0,0,0,0,74,1
Bacillus_amyloliquefaciens_IT-45,9,3,2,0,0,0,0,0,0,2.325581395,0.775193798,0.516795866,0,0,0,0,0,0,387,1
Bacillus_amyloliquefaciens_LFB112,8,3,1,0,0,0,0,0,0,1.609657948,0.60362173,0.201207243,0,0,0,0,0,0,497,1
Bacillus_amyloliquefaciens_LL3,3,1,2,0,0,0,0,3,0,0.78125,0.260416667,0.520833333,0,0,0,0,0.78125,0,384,1
Bacillus_amyloliquefaciens_plantarum_AS433,1,1,3,0,1,0,0,1,0,0.310559006,0.310559006,0.931677019,0,0.310559006,0,0,0.310559006,0,322,1
Bacillus_amyloliquefaciens_plantarum_FZB42,3,7,2,0,0,0,0,0,0,0.696055684,1.62412993,0.464037123,0,0,0,0,0,0,431,1
Bacillus_amyloliquefaciens_plantarum_UCMB5033,5,3,1,0,0,0,0,1,0,1.25,0.75,0.25,0,0,0,0,0.25,0,400,1
Bacillus_amyloliquefaciens_Plantarum_UCMB5113,5,4,1,0,0,0,0,0,1,1.246882793,0.997506234,0.249376559,0,0,0,0,0,0.249376559,401,1
Bacillus_amyloliquefaciens_plantarum_YAU_B9601-Y2,0,1,7,0,0,0,0,0,0,0,0.225733634,1.58013544,0,0,0,0,0,0,443,1
Bacillus_amyloliquefaciens_SQR9,2,9,3,0,0,0,0,0,0,0.546448087,2.459016393,0.819672131,0,0,0,0,0,0,366,1
Bacillus_amyloliquefaciens_TA208,1,0,6,0,1,0,0,1,0,0.248138958,0,1.488833747,0,0.248138958,0,0,0.248138958,0,403,1
Bacillus_amyloliquefaciens_TrigoCor1448,6,1,2,0,0,0,0,1,0,1.425178147,0.237529691,0.475059382,0,0,0,0,0.237529691,0,421,1
Bacillus_amyloliquefaciens_XH7,1,0,5,0,1,0,0,4,0,0.228832952,0,1.14416476,0,0.228832952,0,0,0.915331808,0,437,1
Bacillus_amyloliquefaciens_Y2,0,4,5,0,0,0,0,0,0,0,1.020408163,1.275510204,0,0,0,0,0,0,392,1
Bacillus_anthracis_2000031021,2,0,0,0,1,0,0,0,0,1.941747573,0,0,0,0.970873786,0,0,0,0,103,1
Bacillus_anthracis_52-G,10,1,0,0,0,0,0,0,0,1.769911504,0.17699115,0,0,0,0,0,0,0,565,1
Bacillus_anthracis_8903-G,8,0,1,0,0,0,0,0,0,1.290322581,0,0.161290323,0,0,0,0,0,0,620,1
Bacillus_anthracis_9080-G,6,3,0,1,0,0,0,0,0,1.048951049,0.524475524,0,0.174825175,0,0,0,0,0,572,1
Bacillus_anthracis_A0248,6,0,0,0,2,0,0,1,0,1.401869159,0,0,0,0.46728972,0,0,0.23364486,0,428,1
Bacillus_anthracis_A16,7,0,0,0,0,0,0,2,1,1.425661914,0,0,0,0,0,0,0.407331976,0.203665988,491,1
Bacillus_anthracis_A16R,5,3,0,0,0,0,0,2,1,1.096491228,0.657894737,0,0,0,0,0,0.438596491,0.219298246,456,1
Bacillus_anthracis_Ames,11,0,0,0,0,0,0,0,0,2.306079665,0,0,0,0,0,0,0,0,477,1
Bacillus_anthracis_Ames_Ancestor_A2084,1,1,1,0,0,0,0,0,0,0.344827586,0.344827586,0.344827586,0,0,0,0,0,0,290,1
Bacillus_anthracis_BFV,6,0,0,0,2,1,0,0,0,1.372997712,0,0,0,0.457665904,0.228832952,0,0,0,437,1
Bacillus_anthracis_CDC_684,7,0,1,0,0,0,0,2,0,1.476793249,0,0.210970464,0,0,0,0,0.421940928,0,474,1
Bacillus_anthracis_CI,9,0,1,0,0,0,0,0,0,1.973684211,0,0.219298246,0,0,0,0,0,0,456,1
Bacillus_anthracis_Cvac02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Bacillus_anthracis_delta_Sterne,9,0,1,0,0,0,0,0,0,1.894736842,0,0.210526316,0,0,0,0,0,0,475,1
Bacillus_anthracis_H9401,8,1,0,0,0,0,0,1,0,1.70212766,0.212765957,0,0,0,0,0,0.212765957,0,470,1
Bacillus_anthracis_Han,8,1,1,0,1,0,0,1,0,1.492537313,0.186567164,0.186567164,0,0.186567164,0,0,0.186567164,0,536,1
Bacillus_anthracis_HYU01,9,0,1,0,0,0,0,0,0,2.608695652,0,0.289855072,0,0,0,0,0,0,345,1
Bacillus_anthracis_Sterne,10,0,0,0,0,0,0,0,0,2.183406114,0,0,0,0,0,0,0,0,458,1
Bacillus_anthracis_STI,7,1,0,0,1,0,0,0,1,1.569506726,0.224215247,0,0,0.224215247,0,0,0,0.224215247,446,1
Bacillus_anthracis_SVA11,5,1,0,0,0,0,0,1,0,1.597444089,0.319488818,0,0,0,0,0,0.319488818,0,313,1
Bacillus_anthracis_Vollum,10,1,1,0,0,0,0,0,0,2.016129032,0.201612903,0.201612903,0,0,0,0,0,0,496,1
Bacillus_atrophaeus_1942,5,2,2,0,3,0,0,1,0,1.193317422,0.477326969,0.477326969,0,0.715990453,0,0,0.238663484,0,419,1
Bacillus_atrophaeus_globigii_BSS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Bacillus_cellulosilyticus_N-4_DSM_2522,5,0,0,0,0,0,0,3,0,1.052631579,0,0,0,0,0,0,0.631578947,0,475,1
Bacillus_cereus_03BB102,9,1,1,0,0,0,0,0,0,2.127659574,0.236406619,0.236406619,0,0,0,0,0,0,423,1
Bacillus_cereus_AH187_(F481072),9,1,0,0,0,0,0,0,0,1.848049281,0.205338809,0,0,0,0,0,0,0,487,1
Bacillus_cereus_AH820,9,0,0,0,0,0,0,0,0,2.068965517,0,0,0,0,0,0,0,0,435,1
Bacillus_cereus_ATCC_10987,9,0,1,0,0,0,0,0,0,2.278481013,0,0.253164557,0,0,0,0,0,0,395,1
Bacillus_cereus_ATCC_14579,12,0,0,1,0,0,0,0,0,2.727272727,0,0,0.227272727,0,0,0,0,0,440,1
Bacillus_cereus_B4264,9,0,0,0,0,0,0,0,0,1.918976546,0,0,0,0,0,0,0,0,469,1
Bacillus_cereus_cytotoxis_NVH_391-98,7,0,0,0,0,0,0,0,0,1.856763926,0,0,0,0,0,0,0,0,377,1
Bacillus_cereus_E33L_(ZK),8,2,1,0,0,0,0,0,0,1.758241758,0.43956044,0.21978022,0,0,0,0,0,0,455,1
Bacillus_cereus_F83776,12,0,0,0,0,0,0,0,0,2.547770701,0,0,0,0,0,0,0,0,471,1
Bacillus_cereus_FRI-35,11,1,0,0,0,0,0,0,0,2.286902287,0.207900208,0,0,0,0,0,0,0,481,1
Bacillus_cereus_G9842,9,2,1,0,0,0,0,0,0,1.931330472,0.429184549,0.214592275,0,0,0,0,0,0,466,1
Bacillus_cereus_NC7401,9,0,0,1,0,0,0,0,0,1.986754967,0,0,0.220750552,0,0,0,0,0,453,1
Bacillus_cereus_Q1,9,0,0,0,0,0,0,1,0,1.973684211,0,0,0,0,0,0,0.219298246,0,456,1
Bacillus_clausii_KSM-K16,9,1,0,0,0,0,0,0,0,2.122641509,0.235849057,0,0,0,0,0,0,0,424,1
Bacillus_coagulans_2-6,9,0,0,0,0,0,0,1,0,2.290076336,0,0,0,0,0,0,0.254452926,0,393,1
Bacillus_coagulans_36D1_ATCC_PTA-5827,2,0,0,0,0,1,0,0,0,2.222222222,0,0,0,0,1.111111111,0,0,0,90,1
Bacillus_halodurans_C-125,6,3,2,0,0,1,0,0,0,1.310043668,0.655021834,0.436681223,0,0,0.218340611,0,0,0,458,1
Bacillus_lehensis_G1,12,1,1,0,0,0,0,1,0,3.217158177,0.268096515,0.268096515,0,0,0,0,0.268096515,0,373,1
Bacillus_licheniformis_9945A,7,2,0,0,0,0,0,0,0,1.846965699,0.527704485,0,0,0,0,0,0,0,379,1
Bacillus_licheniformis_DSM_13_Goettingen,8,1,1,0,0,0,0,0,0,1.446654611,0.180831826,0.180831826,0,0,0,0,0,0,553,1
Bacillus_licheniformis_DSM_13_Novozymes,7,1,3,0,0,0,0,0,0,1.12,0.16,0.48,0,0,0,0,0,0,625,1
Bacillus_megaterium_DSM_319,9,3,0,0,0,0,0,1,0,2.054794521,0.684931507,0,0,0,0,0,0.228310502,0,438,1
Bacillus_megaterium_QM_B1551,13,1,0,0,0,0,0,0,0,3.125,0.240384615,0,0,0,0,0,0,0,416,1
Bacillus_megaterium_WSH-002,8,0,0,0,0,0,0,0,0,1.797752809,0,0,0,0,0,0,0,0,445,1
Bacillus_methanolicus_MGA3,9,1,2,0,0,0,0,0,0,2.168674699,0.240963855,0.481927711,0,0,0,0,0,0,415,1
Bacillus_mycoides_219298,3,2,0,0,0,0,0,0,0,1.006711409,0.67114094,0,0,0,0,0,0,0,298,1
Bacillus_pseudofirmus_OF4,11,0,0,0,0,0,0,1,1,2.625298329,0,0,0,0,0,0,0.238663484,0.238663484,419,1
Bacillus_pumilus_B6033,5,1,0,1,0,0,1,1,0,1.543209877,0.308641975,0,0.308641975,0,0,0.308641975,0.308641975,0,324,1
Bacillus_pumilus_SAFR-032,8,0,1,0,0,0,0,0,0,2.03562341,0,0.254452926,0,0,0,0,0,0,393,1
Bacillus_sp._1NLA3E,10,1,0,0,0,0,0,2,0,2.232142857,0.223214286,0,0,0,0,0,0.446428571,0,448,1
Bacillus_sp._JS,11,3,0,0,0,0,0,0,0,2.30125523,0.627615063,0,0,0,0,0,0,0,478,1
Bacillus_subtilis_BSn5,9,1,1,0,0,0,0,1,0,2.168674699,0.240963855,0.240963855,0,0,0,0,0.240963855,0,415,1
Bacillus_subtilis_natto_BEST195,7,1,0,2,0,0,0,1,0,1.5625,0.223214286,0,0.446428571,0,0,0,0.223214286,0,448,1
Bacillus_subtilis_spizizenii_TU-B-10_DSM_15029,1,0,0,0,0,0,0,0,0,1.886792453,0,0,0,0,0,0,0,0,53,1
Bacillus_subtilis_spizizenii_W23,6,0,1,0,0,0,0,3,0,1.255230126,0,0.209205021,0,0,0,0,0.627615063,0,478,1
Bacillus_subtilis_subtilis_168,12,0,1,0,0,0,0,0,0,2.666666667,0,0.222222222,0,0,0,0,0,0,450,1
Bacillus_subtilis_subtilis_6051-HGW,8,0,1,0,1,0,0,0,0,1.90023753,0,0.237529691,0,0.237529691,0,0,0,0,421,1
Bacillus_subtilis_subtilis_AG1839,6,1,0,0,0,0,0,2,0,1.666666667,0.277777778,0,0,0,0,0,0.555555556,0,360,1
Bacillus_subtilis_subtilis_BAB-1,6,1,3,0,0,0,0,3,0,1.176470588,0.196078431,0.588235294,0,0,0,0,0.588235294,0,510,1
Bacillus_subtilis_subtilis_JH642_subAG174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Bacillus_subtilis_subtilis_OH_1311,6,2,1,0,1,0,0,0,0,1.134215501,0.378071834,0.189035917,0,0.189035917,0,0,0,0,529,1
Bacillus_subtilis_subtilis_RO-NN-1,8,0,1,0,0,1,0,0,0,1.6985138,0,0.212314225,0,0,0.212314225,0,0,0,471,1
Bacillus_subtilis_XF-1,6,5,2,0,0,0,0,0,0,1.234567901,1.028806584,0.411522634,0,0,0,0,0,0,486,1
Bacillus_thuringiensis_BMB171,8,3,0,0,0,0,0,0,0,1.923076923,0.721153846,0,0,0,0,0,0,0,416,1
Bacillus_thuringiensis_Bt407,10,0,0,0,0,0,0,0,0,2.2172949,0,0,0,0,0,0,0,0,451,1
Bacillus_thuringiensis_HD-771,10,0,0,1,0,0,0,1,0,2.02020202,0,0,0.202020202,0,0,0,0.202020202,0,495,1
Bacillus_thuringiensis_HD-789,6,1,1,0,0,0,0,2,0,1.20240481,0.200400802,0.200400802,0,0,0,0,0.400801603,0,499,1
Bacillus_thuringiensis_MC28,6,1,0,0,0,0,0,1,0,1.41509434,0.235849057,0,0,0,0,0,0.235849057,0,424,1
Bacillus_thuringiensis_sv_chinensis_CT-43,3,4,1,0,2,1,0,0,1,0.495049505,0.660066007,0.165016502,0,0.330033003,0.165016502,0,0,0.165016502,606,1
Bacillus_thuringiensis_sv_finitimus_YBT-020,2,0,0,0,0,0,0,0,0,1.492537313,0,0,0,0,0,0,0,0,134,1
Bacillus_thuringiensis_sv_konkukian_97-27,9,0,1,0,0,0,0,0,0,1.584507042,0,0.176056338,0,0,0,0,0,0,568,1
Bacillus_thuringiensis_sv_kurstaki_HD-1,8,1,0,0,1,0,0,0,0,1.431127013,0.178890877,0,0,0.178890877,0,0,0,0,559,1
Bacillus_thuringiensis_sv_kurstaki_HD73,6,2,3,0,0,0,0,0,0,1.178781925,0.392927308,0.589390963,0,0,0,0,0,0,509,1
Bacillus_thuringiensis_sv_kurstaki_YBT-1520,3,3,0,0,0,0,0,0,0,0.67264574,0.67264574,0,0,0,0,0,0,0,446,1
Bacillus_thuringiensis_sv_thuringiensis_IS5056,1,0,0,0,0,0,0,0,0,1.538461538,0,0,0,0,0,0,0,0,65,1
Bacillus_thuringiensis_YBT-1518,3,7,0,0,0,0,0,0,0,0.660792952,1.54185022,0,0,0,0,0,0,0,454,1
Bacillus_toyonensis_BCT-7112,8,0,1,0,0,0,0,0,0,1.960784314,0,0.245098039,0,0,0,0,0,0,408,1
Bacillus_weihenstephanensis_KBAB4,12,0,0,0,0,0,0,0,0,2.97029703,0,0,0,0,0,0,0,0,404,1
Bdellovibrio_bacteriovorus_HD100,10,1,2,0,0,0,0,0,0,2.597402597,0.25974026,0.519480519,0,0,0,0,0,0,385,1
Beijerinckia_indica_indica_ATCC_9039,6,0,2,0,1,0,0,1,1,1.507537688,0,0.502512563,0,0.251256281,0,0,0.251256281,0.251256281,398,1
Beutenbergia_cavernae_HKI_0122_DSM_12333,6,0,0,0,1,0,0,0,0,1.759530792,0,0,0,0.293255132,0,0,0,0,341,1
Blastococcus_saxobsidens_DD2,6,3,1,0,4,0,0,0,1,1.749271137,0.874635569,0.29154519,0,1.166180758,0,0,0,0.29154519,343,1
Bordetella_petrii_Se-1111R_DSM_12804,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2.127659574,0,94,1
Brachybacterium_faecium_6-10_DSM_4810,5,0,0,2,0,0,0,1,0,1.269035533,0,0,0.507614213,0,0,0,0.253807107,0,394,1
Bradyrhizobium_japonicum_SEMIA_5079,3,7,0,0,0,0,0,0,7,0.700934579,1.635514019,0,0,0,0,0,0,1.635514019,428,1
Bradyrhizobium_japonicum_USDA_110,0,7,0,0,0,0,0,0,9,0,1.842105263,0,0,0,0,0,0,2.368421053,380,1
Bradyrhizobium_japonicum_USDA_6,4,9,0,0,0,0,0,0,8,0.842105263,1.894736842,0,0,0,0,0,0,1.684210526,475,1
Bradyrhizobium_sp._BTAi1,6,4,1,0,0,0,0,0,2,1.518987342,1.012658228,0.253164557,0,0,0,0,0,0.506329114,395,1
Bradyrhizobium_sp._ORS278,3,7,0,0,0,0,0,0,3,0.777202073,1.813471503,0,0,0,0,0,0,0.777202073,386,1
Bradyrhizobium_sp._S23321,11,0,0,0,0,0,0,0,1,2.820512821,0,0,0,0,0,0,0,0.256410256,390,1
Brevibacillus_brevis_NBRC_100599,8,1,3,0,0,0,0,0,0,1.90023753,0.237529691,0.712589074,0,0,0,0,0,0,421,1
Brucella_microti_CCM_4915,10,1,0,0,0,0,0,0,0,1.988071571,0.198807157,0,0,0,0,0,0,0,503,1
Burkholderia_ambifaria_MC40-6,3,2,7,0,0,0,0,0,1,0.81300813,0.54200542,1.89701897,0,0,0,0,0,0.27100271,369,1
Burkholderia_cenocepacia_HI2424,8,0,2,0,0,0,0,0,1,2.005012531,0,0.501253133,0,0,0,0,0,0.250626566,399,1
Burkholderia_cenocepacia_MC0-3,6,1,3,0,0,0,0,0,0,1.496259352,0.249376559,0.748129676,0,0,0,0,0,0,401,1
Burkholderia_cepacia_383,4,5,3,0,0,0,0,0,0,0.954653938,1.193317422,0.715990453,0,0,0,0,0,0,419,1
Burkholderia_cepacia_AMMD,6,2,8,0,0,0,0,0,0,1.685393258,0.561797753,2.247191011,0,0,0,0,0,0,356,1
Burkholderia_cepacia_GG4,6,1,3,0,0,0,0,0,2,1.466992665,0.244498778,0.733496333,0,0,0,0,0,0.488997555,409,1
Burkholderia_glumae_BGR1,8,3,2,0,0,0,0,0,1,1.769911504,0.663716814,0.442477876,0,0,0,0,0,0.221238938,452,1
Burkholderia_multivorans_ATCC_17616,12,0,0,0,0,0,0,0,0,3.234501348,0,0,0,0,0,0,0,0,371,1
Burkholderia_multivorans_DDS_15A-1,6,1,1,1,0,1,0,0,0,1.098901099,0.183150183,0.183150183,0.183150183,0,0.183150183,0,0,0,546,1
Burkholderia_phenoliruptrix_BR3459,0,2,1,0,0,0,0,0,3,0,0.938967136,0.469483568,0,0,0,0,0,1.408450704,213,1
Burkholderia_phymatum_STM815,2,5,1,0,0,0,0,0,8,0.481927711,1.204819277,0.240963855,0,0,0,0,0,1.927710843,415,1
Burkholderia_phytofirmans_PsJN,1,1,8,0,0,0,0,0,1,0.246305419,0.246305419,1.97044335,0,0,0,0,0,0.246305419,406,1
Burkholderia_pseudomallei_1106a,8,1,0,0,0,0,0,0,0,1.877934272,0.234741784,0,0,0,0,0,0,0,426,1
Burkholderia_pseudomallei_1710b,9,0,0,0,0,0,0,0,0,2.004454343,0,0,0,0,0,0,0,0,449,1
Burkholderia_pseudomallei_668,7,2,0,0,0,0,0,0,0,1.573033708,0.449438202,0,0,0,0,0,0,0,445,1
Burkholderia_pseudomallei_BPC006,8,0,1,1,0,0,0,0,0,1.877934272,0,0.234741784,0.234741784,0,0,0,0,0,426,1
Burkholderia_pseudomallei_K96243,11,0,0,0,0,0,0,0,0,2.663438257,0,0,0,0,0,0,0,0,413,1
Burkholderia_rhizoxinica_HKI_454,7,2,2,0,0,0,0,1,0,1.686746988,0.481927711,0.481927711,0,0,0,0,0.240963855,0,415,1
Burkholderia_sp._CCGE1001,8,1,0,2,0,0,0,0,2,1.90023753,0.237529691,0,0.475059382,0,0,0,0,0.475059382,421,1
Burkholderia_sp._CCGE1002,6,1,3,0,0,0,0,0,5,1.401869159,0.23364486,0.700934579,0,0,0,0,0,1.168224299,428,1
Burkholderia_sp._CCGE1003,8,0,2,1,0,0,0,0,1,1.877934272,0,0.469483568,0.234741784,0,0,0,0,0.234741784,426,1
Burkholderia_sp._KJ006,6,3,3,0,0,0,0,0,0,1.481481481,0.740740741,0.740740741,0,0,0,0,0,0,405,1
Burkholderia_sp._YI23,12,2,2,0,0,0,0,0,0,3.100775194,0.516795866,0.516795866,0,0,0,0,0,0,387,1
Burkholderia_thailandensis_E264,10,0,0,0,0,0,0,0,0,2.127659574,0,0,0,0,0,0,0,0,470,1
Burkholderia_thailandensis_USAMRU_Malaysia_#20,1,0,0,0,1,0,0,2,0,0.793650794,0,0,0,0.793650794,0,0,1.587301587,0,126,1
Burkholderia_vietnamiensis_G4,5,2,4,0,0,0,0,0,1,1.213592233,0.485436893,0.970873786,0,0,0,0,0,0.242718447,412,1
Burkholderia_xenovorans_LB400,12,0,1,0,0,0,0,2,0,3.269754768,0,0.272479564,0,0,0,0,0.544959128,0,367,1
Campylobacter_lari_RM2100,5,3,0,1,1,0,0,4,0,1.146788991,0.688073394,0,0.229357798,0.229357798,0,0,0.917431193,0,436,1
Candidatus_Desulforudis_audaxviator_MP104C,2,1,0,1,1,1,0,3,0,0.558659218,0.279329609,0,0.279329609,0.279329609,0.279329609,0,0.837988827,0,358,1
Candidatus_Frankia_datiscae_Dg1,1,9,0,1,0,0,0,0,9,0.244498778,2.200488998,0,0.244498778,0,0,0,0,2.200488998,409,1
Candidatus_Koribacter_versatilis_Ellin345,13,2,0,0,0,0,0,0,1,3.724928367,0.573065903,0,0,0,0,0,0,0.286532951,349,1
Candidatus_Methylomirabilis_oxyfera,4,0,0,3,0,1,0,5,0,1.120448179,0,0,0.840336134,0,0.280112045,0,1.400560224,0,357,1
Candidatus_Nitrososphaera_evergladensis_SR1,1,0,0,0,0,0,0,0,0,3.448275862,0,0,0,0,0,0,0,0,29,1
Candidatus_Solibacter_usitatus_Ellin6076,10,0,0,0,0,0,0,1,0,2.849002849,0,0,0,0,0,0,0.284900285,0,351,1
Catenulispora_acidiphila_ID139908_DSM_44928,9,0,1,0,0,0,0,0,0,2.073732719,0,0.230414747,0,0,0,0,0,0,434,1
Caulobacter_crescentus_CB15,4,1,0,1,2,0,1,0,2,0.873362445,0.218340611,0,0.218340611,0.436681223,0,0.218340611,0,0.436681223,458,1
Caulobacter_crescentus_NA1000,6,2,0,0,1,0,0,1,1,1.284796574,0.428265525,0,0,0.214132762,0,0,0.214132762,0.214132762,467,1
Caulobacter_segnis_ATCC_21756,6,1,0,0,0,0,0,2,1,1.511335013,0.251889169,0,0,0,0,0,0.503778338,0.251889169,397,1
Cellulomonas_fimi_NRS_133_ATCC_484,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1.851851852,0,0,0,54,1
Cellulomonas_flavigena_134_DSM_20109,10,1,0,0,0,0,0,0,0,2.364066194,0.236406619,0,0,0,0,0,0,0,423,1
Cellulophaga_lytica_LIM-21_DSM_7489,1,0,0,0,0,4,0,1,0,0.324675325,0,0,0,0,1.298701299,0,0.324675325,0,308,1
Cellvibrio_japonicus_Ueda107,11,0,0,0,0,0,0,1,0,2.813299233,0,0,0,0,0,0,0.255754476,0,391,1
Chitinophaga_pinensis_UQM_2034_DSM_2588,8,0,1,0,0,0,0,0,0,2.16802168,0,0.27100271,0,0,0,0,0,0,369,1
Chromobacterium_violaceum_ATCC_12472,10,1,0,0,0,0,0,0,0,2.341920375,0.234192037,0,0,0,0,0,0,0,427,1
Chromohalobacter_salexigens_1H11_DSM_3043,1,0,0,0,0,0,0,2,0,0.436681223,0,0,0,0,0,0,0.873362445,0,229,1
Chroococcidiopsis_thermalis_PCC_7203,6,3,0,0,0,0,0,0,0,1.657458564,0.828729282,0,0,0,0,0,0,0,362,1
Chthonomonas_calidirosea_T49_DSM_23976,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,200,1
Citrobacter_koseri_ATCC_BAA-895,9,2,0,0,0,0,0,1,0,2.200488998,0.488997555,0,0,0,0,0,0.244498778,0,409,1
Clostridium_acetobutylicum_ATCC_824,7,2,0,0,0,0,0,0,0,1.643192488,0.469483568,0,0,0,0,0,0,0,426,1
Clostridium_acetobutylicum_DSM_1731,5,0,0,0,1,0,0,2,0,1.234567901,0,0,0,0.24691358,0,0,0.49382716,0,405,1
